YEAR,days,DASE_AVG,AD_S,POET_S,NREL_S,AD_N,POET_N,NREL_N,CS_N,GWC16,PALOUSE,CS_1P,AD_1P,CCBP_P,DASE_1P,VERSHIRE,CS_1V,AD_1V,CCBP_V,DASE_1V
47.6,17375,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0494259,408.9355943,357.4508634,587.0425716,161.4284035,686.7330838,10.36712656,507.7054883,694.7307562,180.0229364,3076.518538
47.8,17448,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0492958,408.9354862,237.3415463,543.6434596,126.8975439,650.3151572,10.165423,419.3700011,650.7977385,149.7571273,3040.274976
48,17521,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0491657,408.9353781,881.6477476,772.7423536,317.1175095,850.0093002,9.967644128,987.1732779,877.5082913,344.4954762,3238.107829
48.2,17594,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0490355,408.93527,647.4325205,688.7601773,235.7335033,759.2225654,9.773713588,763.886135,789.5454862,262.2614091,3146.409826
48.4,17667,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0489054,408.935162,490.091828,633.4364088,198.6574016,726.6171549,9.583556498,621.7556071,741.112677,217.8051312,3114.430875
48.6,17740,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0487753,408.9350539,357.4508634,587.0425716,161.4284035,686.7330838,9.397099435,507.7054883,694.7307562,180.0229364,3076.518538
48.8,17813,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0486451,408.9349458,237.3415463,543.6434596,126.8975439,650.3151572,9.214270403,419.3700011,650.7977385,149.7571273,3040.274976
49,17886,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.048515,408.9348377,881.6477476,772.7423536,317.1175095,850.0093002,9.034998811,987.1732779,877.5082913,344.4954762,3238.107829
49.2,17959,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0483849,408.9347296,647.4325205,688.7601773,235.7335033,759.2225654,8.859215438,763.886135,789.5454862,262.2614091,3146.409826
49.4,18032,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0482547,408.9346215,490.091828,633.4364088,198.6574016,726.6171549,8.686852411,621.7556071,741.112677,217.8051312,3114.430875
49.6,18105,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0481246,408.9345134,357.4508634,587.0425716,161.4284035,686.7330838,8.517843179,507.7054883,694.7307562,180.0229364,3076.518538
49.8,18178,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0479945,408.9344054,237.3415463,543.6434596,126.8975439,650.3151572,8.352122483,419.3700011,650.7977385,149.7571273,3040.274976
50,18251,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0478643,408.9342973,881.6477476,772.7423536,317.1175095,850.0093002,8.189626337,987.1732779,877.5082913,344.4954762,3238.107829
50.2,18324,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0477342,408.9341892,647.4325205,688.7601773,235.7335033,759.2225654,8.030291998,763.886135,789.5454862,262.2614091,3146.409826
50.4,18397,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0476041,408.9340811,490.091828,633.4364088,198.6574016,726.6171549,7.874057945,621.7556071,741.112677,217.8051312,3114.430875
50.6,18470,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0474739,408.933973,357.4508634,587.0425716,161.4284035,686.7330838,7.720863852,507.7054883,694.7307562,180.0229364,3076.518538
50.8,18543,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0473438,408.9338649,237.3415463,543.6434596,126.8975439,650.3151572,7.57065057,419.3700011,650.7977385,149.7571273,3040.274976
51,18616,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0472137,408.9337568,881.6477476,772.7423536,317.1175095,850.0093002,7.423360098,987.1732779,877.5082913,344.4954762,3238.107829
51.2,18689,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0470835,408.9336487,647.4325205,688.7601773,235.7335033,759.2225654,7.278935565,763.886135,789.5454862,262.2614091,3146.409826
51.4,18762,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0469534,408.9335407,490.091828,633.4364088,198.6574016,726.6171549,7.137321207,621.7556071,741.112677,217.8051312,3114.430875
51.6,18835,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0468233,408.9334326,357.4508634,587.0425716,161.4284035,686.7330838,6.998462343,507.7054883,694.7307562,180.0229364,3076.518538
51.8,18908,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0466931,408.9333245,237.3415463,543.6434596,126.8975439,650.3151572,6.862305359,419.3700011,650.7977385,149.7571273,3040.274976
52,18981,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.046563,408.9332164,881.6477476,772.7423536,317.1175095,850.0093002,6.728797681,987.1732779,877.5082913,344.4954762,3238.107829
52.2,19054,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0464329,408.9331083,647.4325205,688.7601773,235.7335033,759.2225654,6.59788776,763.886135,789.5454862,262.2614091,3146.409826
52.4,19127,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0463027,408.9330002,490.091828,633.4364088,198.6574016,726.6171549,6.46952505,621.7556071,741.112677,217.8051312,3114.430875
52.6,19200,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0461726,408.9328921,357.4508634,587.0425716,161.4284035,686.7330838,6.343659987,507.7054883,694.7307562,180.0229364,3076.518538
52.8,19273,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0460425,408.932784,237.3415463,543.6434596,126.8975439,650.3151572,6.220243974,419.3700011,650.7977385,149.7571273,3040.274976
53,19346,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0459123,408.932676,881.6477476,772.7423536,317.1175095,850.0093002,6.099229357,987.1732779,877.5082913,344.4954762,3238.107829
53.2,19419,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0457822,408.9325679,647.4325205,688.7601773,235.7335033,759.2225654,5.98056941,763.886135,789.5454862,262.2614091,3146.409826
53.4,19492,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.045652,408.9324598,490.091828,633.4364088,198.6574016,726.6171549,5.864218318,621.7556071,741.112677,217.8051312,3114.430875
53.6,19565,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0455219,408.9323517,357.4508634,587.0425716,161.4284035,686.7330838,5.750131154,507.7054883,694.7307562,180.0229364,3076.518538
53.8,19638,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0453918,408.9322436,237.3415463,543.6434596,126.8975439,650.3151572,5.638263868,419.3700011,650.7977385,149.7571273,3040.274976
54,19711,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0452616,408.9321355,881.6477476,772.7423536,317.1175095,850.0093002,5.528573266,987.1732779,877.5082913,344.4954762,3238.107829
54.2,19784,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0451315,408.9320274,647.4325205,688.7601773,235.7335033,759.2225654,5.421016994,763.886135,789.5454862,262.2614091,3146.409826
54.4,19857,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0450014,408.9319194,490.091828,633.4364088,198.6574016,726.6171549,5.315553525,621.7556071,741.112677,217.8051312,3114.430875
54.6,19930,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0448712,408.9318113,357.4508634,587.0425716,161.4284035,686.7330838,5.212142135,507.7054883,694.7307562,180.0229364,3076.518538
54.8,20003,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0447411,408.9317032,237.3415463,543.6434596,126.8975439,650.3151572,5.110742898,419.3700011,650.7977385,149.7571273,3040.274976
55,20076,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.044611,408.9315951,881.6477476,772.7423536,317.1175095,850.0093002,5.011316659,987.1732779,877.5082913,344.4954762,3238.107829
55.2,20149,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0444808,408.931487,647.4325205,688.7601773,235.7335033,759.2225654,4.91382503,763.886135,789.5454862,262.2614091,3146.409826
55.4,20222,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0443507,408.9313789,490.091828,633.4364088,198.6574016,726.6171549,4.818230368,621.7556071,741.112677,217.8051312,3114.430875
55.6,20295,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0442206,408.9312708,357.4508634,587.0425716,161.4284035,686.7330838,4.724495761,507.7054883,694.7307562,180.0229364,3076.518538
55.8,20368,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0440904,408.9311628,237.3415463,543.6434596,126.8975439,650.3151572,4.632585018,419.3700011,650.7977385,149.7571273,3040.274976
56,20441,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0439603,408.9310547,881.6477476,772.7423536,317.1175095,850.0093002,4.542462649,987.1732779,877.5082913,344.4954762,3238.107829
56.2,20514,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0438302,408.9309466,647.4325205,688.7601773,235.7335033,759.2225654,4.454093858,763.886135,789.5454862,262.2614091,3146.409826
56.4,20587,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0437,408.9308385,490.091828,633.4364088,198.6574016,726.6171549,4.367444523,621.7556071,741.112677,217.8051312,3114.430875
56.6,20660,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0435699,408.9307304,357.4508634,587.0425716,161.4284035,686.7330838,4.282481188,507.7054883,694.7307562,180.0229364,3076.518538
56.8,20733,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0434398,408.9306223,237.3415463,543.6434596,126.8975439,650.3151572,4.199171047,419.3700011,650.7977385,149.7571273,3040.274976
57,20806,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0433096,408.9305142,881.6477476,772.7423536,317.1175095,850.0093002,4.117481933,987.1732779,877.5082913,344.4954762,3238.107829
57.2,20879,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0431795,408.9304061,647.4325205,688.7601773,235.7335033,759.2225654,4.037382305,763.886135,789.5454862,262.2614091,3146.409826
57.4,20952,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0430494,408.9302981,490.091828,633.4364088,198.6574016,726.6171549,3.958841233,621.7556071,741.112677,217.8051312,3114.430875
57.6,21025,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0429192,408.93019,357.4508634,587.0425716,161.4284035,686.7330838,3.881828393,507.7054883,694.7307562,180.0229364,3076.518538
57.8,21098,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0427891,408.9300819,237.3415463,543.6434596,126.8975439,650.3151572,3.806314049,419.3700011,650.7977385,149.7571273,3040.274976
58,21171,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.042659,408.9299738,881.6477476,772.7423536,317.1175095,850.0093002,3.732269042,987.1732779,877.5082913,344.4954762,3238.107829
58.2,21244,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0425289,408.9298657,647.4325205,688.7601773,235.7335033,759.2225654,3.659664784,763.886135,789.5454862,262.2614091,3146.409826
58.4,21317,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0423987,408.9297576,490.091828,633.4364088,198.6574016,726.6171549,3.58847324,621.7556071,741.112677,217.8051312,3114.430875
58.6,21390,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0422686,408.9296495,357.4508634,587.0425716,161.4284035,686.7330838,3.518666923,507.7054883,694.7307562,180.0229364,3076.518538
58.8,21463,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0421385,408.9295415,237.3415463,543.6434596,126.8975439,650.3151572,3.450218878,419.3700011,650.7977385,149.7571273,3040.274976
59,21536,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0420083,408.9294334,881.6477476,772.7423536,317.1175095,850.0093002,3.383102678,987.1732779,877.5082913,344.4954762,3238.107829
59.2,21609,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0418782,408.9293253,647.4325205,688.7601773,235.7335033,759.2225654,3.317292407,763.886135,789.5454862,262.2614091,3146.409826
59.4,21682,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0417481,408.9292172,490.091828,633.4364088,198.6574016,726.6171549,3.252762654,621.7556071,741.112677,217.8051312,3114.430875
59.6,21755,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0416179,408.9291091,357.4508634,587.0425716,161.4284035,686.7330838,3.189488505,507.7054883,694.7307562,180.0229364,3076.518538
59.8,21828,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0414878,408.929001,237.3415463,543.6434596,126.8975439,650.3151572,3.127445527,419.3700011,650.7977385,149.7571273,3040.274976
60,21901,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0413577,408.9288929,881.6477476,772.7423536,317.1175095,850.0093002,3.066609765,987.1732779,877.5082913,344.4954762,3238.107829
60.2,21974,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0412275,408.9287849,647.4325205,688.7601773,235.7335033,759.2225654,3.006957729,763.886135,789.5454862,262.2614091,3146.409826
60.4,22047,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0410974,408.9286768,490.091828,633.4364088,198.6574016,726.6171549,2.948466387,621.7556071,741.112677,217.8051312,3114.430875
60.6,22120,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0409673,408.9285687,357.4508634,587.0425716,161.4284035,686.7330838,2.891113153,507.7054883,694.7307562,180.0229364,3076.518538
60.8,22193,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0408371,408.9284606,237.3415463,543.6434596,126.8975439,650.3151572,2.834875884,419.3700011,650.7977385,149.7571273,3040.274976
61,22266,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.040707,408.9283525,881.6477476,772.7423536,317.1175095,850.0093002,2.779732865,987.1732779,877.5082913,344.4954762,3238.107829
61.2,22339,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0405769,408.9282444,647.4325205,688.7601773,235.7335033,759.2225654,2.725662804,763.886135,789.5454862,262.2614091,3146.409826
61.4,22412,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0404467,408.9281363,490.091828,633.4364088,198.6574016,726.6171549,2.672644824,621.7556071,741.112677,217.8051312,3114.430875
61.6,22485,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0403166,408.9280283,357.4508634,587.0425716,161.4284035,686.7330838,2.620658454,507.7054883,694.7307562,180.0229364,3076.518538
61.8,22558,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0401865,408.9279202,237.3415463,543.6434596,126.8975439,650.3151572,2.569683621,419.3700011,650.7977385,149.7571273,3040.274976
62,22631,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0400563,408.9278121,881.6477476,772.7423536,317.1175095,850.0093002,2.519700643,987.1732779,877.5082913,344.4954762,3238.107829
62.2,22704,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0399262,408.927704,647.4325205,688.7601773,235.7335033,759.2225654,2.470690221,763.886135,789.5454862,262.2614091,3146.409826
62.4,22777,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0397961,408.9275959,490.091828,633.4364088,198.6574016,726.6171549,2.42263343,621.7556071,741.112677,217.8051312,3114.430875
62.6,22850,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0396659,408.9274878,357.4508634,587.0425716,161.4284035,686.7330838,2.375511715,507.7054883,694.7307562,180.0229364,3076.518538
62.8,22923,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0395358,408.9273798,237.3415463,543.6434596,126.8975439,650.3151572,2.329306883,419.3700011,650.7977385,149.7571273,3040.274976
63,22996,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0394057,408.9272717,881.6477476,772.7423536,317.1175095,850.0093002,2.284001092,987.1732779,877.5082913,344.4954762,3238.107829
63.2,23069,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0392755,408.9271636,647.4325205,688.7601773,235.7335033,759.2225654,2.239576849,763.886135,789.5454862,262.2614091,3146.409826
63.4,23142,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0391454,408.9270555,490.091828,633.4364088,198.6574016,726.6171549,2.196017001,621.7556071,741.112677,217.8051312,3114.430875
63.6,23215,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0390153,408.9269474,357.4508634,587.0425716,161.4284035,686.7330838,2.153304729,507.7054883,694.7307562,180.0229364,3076.518538
63.8,23288,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0388851,408.9268393,237.3415463,543.6434596,126.8975439,650.3151572,2.111423541,419.3700011,650.7977385,149.7571273,3040.274976
64,23361,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.038755,408.9267312,881.6477476,772.7423536,317.1175095,850.0093002,2.070357267,987.1732779,877.5082913,344.4954762,3238.107829
64.2,23434,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0386249,408.9266232,647.4325205,688.7601773,235.7335033,759.2225654,2.030090049,763.886135,789.5454862,262.2614091,3146.409826
64.4,23507,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0384947,408.9265151,490.091828,633.4364088,198.6574016,726.6171549,1.99060634,621.7556071,741.112677,217.8051312,3114.430875
64.6,23580,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0383646,408.926407,357.4508634,587.0425716,161.4284035,686.7330838,1.951890895,507.7054883,694.7307562,180.0229364,3076.518538
64.8,23653,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0382345,408.9262989,237.3415463,543.6434596,126.8975439,650.3151572,1.913928764,419.3700011,650.7977385,149.7571273,3040.274976
65,23726,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0381044,408.9261908,881.6477476,772.7423536,317.1175095,850.0093002,1.876705291,987.1732779,877.5082913,344.4954762,3238.107829
65.2,23799,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0379742,408.9260827,647.4325205,688.7601773,235.7335033,759.2225654,1.840206102,763.886135,789.5454862,262.2614091,3146.409826
65.4,23872,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0378441,408.9259746,490.091828,633.4364088,198.6574016,726.6171549,1.804417104,621.7556071,741.112677,217.8051312,3114.430875
65.6,23945,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.037714,408.9258666,357.4508634,587.0425716,161.4284035,686.7330838,1.76932448,507.7054883,694.7307562,180.0229364,3076.518538
65.8,24018,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0375838,408.9257585,237.3415463,543.6434596,126.8975439,650.3151572,1.734914679,419.3700011,650.7977385,149.7571273,3040.274976
66,24091,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0374537,408.9256504,881.6477476,772.7423536,317.1175095,850.0093002,1.701174414,987.1732779,877.5082913,344.4954762,3238.107829
66.2,24164,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0373236,408.9255423,647.4325205,688.7601773,235.7335033,759.2225654,1.668090658,763.886135,789.5454862,262.2614091,3146.409826
66.4,24237,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0371934,408.9254342,490.091828,633.4364088,198.6574016,726.6171549,1.635650638,621.7556071,741.112677,217.8051312,3114.430875
66.6,24310,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0370633,408.9253261,357.4508634,587.0425716,161.4284035,686.7330838,1.603841827,507.7054883,694.7307562,180.0229364,3076.518538
66.8,24383,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0369332,408.9252181,237.3415463,543.6434596,126.8975439,650.3151572,1.572651943,419.3700011,650.7977385,149.7571273,3040.274976
67,24456,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.036803,408.92511,881.6477476,772.7423536,317.1175095,850.0093002,1.542068944,987.1732779,877.5082913,344.4954762,3238.107829
67.2,24529,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0366729,408.9250019,647.4325205,688.7601773,235.7335033,759.2225654,1.512081021,763.886135,789.5454862,262.2614091,3146.409826
67.4,24602,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0365428,408.9248938,490.091828,633.4364088,198.6574016,726.6171549,1.482676594,621.7556071,741.112677,217.8051312,3114.430875
67.6,24675,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0364126,408.9247857,357.4508634,587.0425716,161.4284035,686.7330838,1.453844312,507.7054883,694.7307562,180.0229364,3076.518538
67.8,24748,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0362825,408.9246776,237.3415463,543.6434596,126.8975439,650.3151572,1.42557304,419.3700011,650.7977385,149.7571273,3040.274976
68,24821,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0361524,408.9245695,881.6477476,772.7423536,317.1175095,850.0093002,1.397851863,987.1732779,877.5082913,344.4954762,3238.107829
68.2,24894,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0360222,408.9244615,647.4325205,688.7601773,235.7335033,759.2225654,1.370670078,763.886135,789.5454862,262.2614091,3146.409826
68.4,24967,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0358921,408.9243534,490.091828,633.4364088,198.6574016,726.6171549,1.344017189,621.7556071,741.112677,217.8051312,3114.430875
68.6,25040,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.035762,408.9242453,357.4508634,587.0425716,161.4284035,686.7330838,1.317882904,507.7054883,694.7307562,180.0229364,3076.518538
68.8,25113,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0356319,408.9241372,237.3415463,543.6434596,126.8975439,650.3151572,1.292257134,419.3700011,650.7977385,149.7571273,3040.274976
69,25186,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0355017,408.9240291,881.6477476,772.7423536,317.1175095,850.0093002,1.267129983,987.1732779,877.5082913,344.4954762,3238.107829
69.2,25259,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0353716,408.923921,647.4325205,688.7601773,235.7335033,759.2225654,1.242491749,763.886135,789.5454862,262.2614091,3146.409826
69.4,25332,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0352415,408.923813,490.091828,633.4364088,198.6574016,726.6171549,1.21833292,621.7556071,741.112677,217.8051312,3114.430875
69.6,25405,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0351113,408.9237049,357.4508634,587.0425716,161.4284035,686.7330838,1.194644166,507.7054883,694.7307562,180.0229364,3076.518538
69.8,25478,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0349812,408.9235968,237.3415463,543.6434596,126.8975439,650.3151572,1.171416343,419.3700011,650.7977385,149.7571273,3040.274976
70,25551,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0348511,408.9234887,881.6477476,772.7423536,317.1175095,850.0093002,1.14864048,987.1732779,877.5082913,344.4954762,3238.107829
70.2,25624,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0347209,408.9233806,647.4325205,688.7601773,235.7335033,759.2225654,1.126307784,763.886135,789.5454862,262.2614091,3146.409826
70.4,25697,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0345908,408.9232725,490.091828,633.4364088,198.6574016,726.6171549,1.104409631,621.7556071,741.112677,217.8051312,3114.430875
70.6,25770,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0344607,408.9231644,357.4508634,587.0425716,161.4284035,686.7330838,1.082937567,507.7054883,694.7307562,180.0229364,3076.518538
70.8,25843,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0343305,408.9230564,237.3415463,543.6434596,126.8975439,650.3151572,1.061883301,419.3700011,650.7977385,149.7571273,3040.274976
71,25916,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0342004,408.9229483,881.6477476,772.7423536,317.1175095,850.0093002,1.041238703,987.1732779,877.5082913,344.4954762,3238.107829
71.2,25989,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0340703,408.9228402,647.4325205,688.7601773,235.7335033,759.2225654,1.020995802,763.886135,789.5454862,262.2614091,3146.409826
